Group,Type,Question,CorrectAns,Answer1,Answer2,Answer3,Answer4,CorrectExplanation,IncorrectExplanation
M30M-GA10-N1,TMC,"Pregunta 11",2,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3MQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3MQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 12",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1NA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1NA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 13",2,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1NQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1NQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 14",2,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2NA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2NA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 15",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2MQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2MQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 16",1,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3Mw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3Mw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 17",1,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2Ng==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2Ng==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 18",1,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2Mw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2Mw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 19",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3MA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3MA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 20",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1MQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1MQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 21",3,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Mw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Mw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 22",1,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2Mg==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2Mg==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 23",1,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3Ng==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3Ng==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 24",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3NA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg3NA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 25",3,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Mg==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Mg==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 26",3,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Ng==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Ng==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 27",1,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1OQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1OQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 28",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2OQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg2OQ==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 29",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1OA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1OA==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
M30M-GA10-N1,TMC,"Pregunta 30",4,A,B,C,D,"<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Nw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>","<div style=""position:relative; width:1px; min-width:100%;padding-bottom:56.25%;""><iframe allow=""autoplay"" class='spotlightr' allowtransparency=""true"" style=""width:1px; min-width:100%; height: 100%; position:absolute; "" allowfullscreen=""true"" src=""https://videos.cdn.spotlightr.com/watch/MTg0Mzg1Nw==?fallback=true"" frameborder=""0"" scrolling=""no"" name=""videoPlayer"" > </iframe></div>"
